es,en,scores,qualify
"No entiendo por qué Colombia no sigue este ejemplo….asi es que se combate a los criminales, buenas y grandes cárceles y mas dureza en las condenas!","I don't understand why Colombia doesn't follow this example…so they fight criminals, good and big prisons and tougher sentences!",-0.4199,negative
👏👏👏👏👏👏👏eres el mejor,👏👏👏👏👏👏👏 you are the best,0.6369,positive
Like para que sea presidente de LATAM 😂,Like to be president of LATAM 😂,0.3612,positive
👏👏👏👏,👏👏👏👏,0.0,neutral
"Con el ""cambio"" serían 40.000 mil gestores de paz en Colombia, con subsidios y cargos políticos... En unos años próximos presidentes...","With the ""change"" there would be 40,000 peace managers in Colombia, with subsidies and political positions... In a few years to come, presidents...",0.5423,positive
"Te amo, Nayib. Enseñales a los de acá y que gracias 🥲","I love you, Najib. Show those here and thank you 🥲",0.7717,positive
Aprende @gustavopetrourrego,Learn @gustavopetrourrego,0.0,neutral
un verdadero presidente,a real president,0.0,neutral
👏👏👏👏👏,👏👏👏👏👏,0.0,neutral
"Felicitaciones al presidente de el Salvador ,el mejor de latinoamerica,,,BUkele,,,tiene que enseñar a petro","Congratulations to the President of El Salvador, the best in Latin America,,,BUkele,,,has to teach Petro",0.8442,positive
Este man no está jugando jummmm👏👏,This man is not playing jummmm 👏👏,-0.1511,negative
Así es que necesitamos uno en Colombia,So we need one in Colombia,0.0,neutral
Nayib te amo 😍,Najib I love you 😍,0.6369,positive
"Nobel de Paz, tiene al Salvador disfrutando de una verdadera paz estable y duradera en sus calles","Nobel Peace Prize, has El Salvador enjoying true stable and lasting peace in its streets",0.9565,positive
LOGICO EXELENTE LA SOLUCION ES ESA NO EXCARCELANDOLOS COMO PRETENDE EL PRESIDENTE TOCA ES HACER MAS CARCELES NO PODEMOS CAER EN IMPUNIDAD SE DEBE PRETEGER LAS VICTIMAS.,"LOGICALLY EXCELLENT THE SOLUTION IS THAT NOT TO RELEASE THEM AS THE PRESIDENT INTENDS, TOCA IS TO MAKE MORE PRISONS WE CANNOT FALL IN IMPUNITY THE VICTIMS MUST BE PROTECTED.",0.765,positive
Que los pongan a trabajar,put them to work,0.0,neutral
Lo que falta aquí🤡🤡🤡,What's missing here 🤡🤡🤡,-0.296,negative
Definitivamente que orgullo para el Salvador un presidente que se preocupe por su País.,Definitely what pride for El Salvador a president who cares about his country.,0.7964,positive
Dios lo siga iluminando. Felicitaciones sinceras Señor Presidente del Salvador,May God continue to enlighten you. Sincere congratulations Mr. President of El Salvador,0.9001,positive
"Hay que nacionalizar a @nayibbukele aqui el señor @gustavopetrourrego hace todo lo contrario, dejar libre a los bandidos que promueven el desorden y la destrucción de empresas y negocios.","You have to nationalize @nayibbukele here Mr. @gustavopetrourrego does the opposite, free the bandits who promote disorder and destruction of companies and businesses.",-0.128,negative
Necesitamos más presidentes como el! Y menos como Petro y maduro,We need more presidents like him! And less like Petro and mature,0.8248,positive
👏👏👏,👏👏👏,0.0,neutral
"Creo que es mejor construir una cárcel con todo lo necesario, que centros de rehabilitación o una gigantesca y lujosa iglesia ... ojo! Aclaro, no soy atea. Creo firmemente en DIOS.","I think it's better to build a jail with everything you need than rehabilitation centers or a gigantic and luxurious church... beware! Let me clarify, I'm not an atheist. I firmly believe in GOD.",0.7206,positive
"Por un momento creí que decía: ""construyó universidad para dar educación a 40.000 pandilleros. Me ilusioné!","For a moment I thought he was saying: ""He built a university to educate 40,000 gang members. I was excited!",0.4003,positive
Lo felicito presidente vengarse para Colombia y hace lo. Mismo y acaba con eso,I congratulate you president to take revenge for Colombia and do it. Same and be done with it,-0.0516,negative
Es que eso es lo que hay que hacer aquí en Colombia !!!,That's what you have to do here in Colombia!!!,0.0,neutral
Gente que le pone el alma . Nada de gestores de Paz a reformarse donde deben .👏,People who put their soul into it. No Peace managers to reform where they should.👏,0.3182,positive
"Pero acá nuestro súper presidente de Narnia, quiere quitar el nombre de delito a los delitos y así tendríamos menos DELITOS 😮😂😂😂",But here our super president of Narnia wants to remove the name of crime from crimes and so we would have fewer CRIMES 😮😂😂😂,0.1531,positive
@gustavopetrourrego siga el ejemplo,@gustavopetrourrego follow the example,0.0,neutral
Pero aquí en Colombia les permiten todo porque es una falta de respeto contra los derechos humanos de los pobres angelitos. Pobrecitos 😢😢😢,But here in Colombia they allow everything because it is a lack of respect for the human rights of the poor little angels. Poor little ones 😢😢😢,-0.6522,negative
Dictador......,Dictator......,0.0,neutral
👏👏👏👏👏 gran presidente barbaro!,👏👏👏👏👏 great barbarian president!,0.6588,positive
Te amo Nayib,I love you Najib,0.6369,positive
Y aquí en Colombia con las cárceles sobrepobladas… hay que aprender,And here in Colombia with overcrowded prisons... you have to learn,0.0,neutral
Aprende petrochanda de 💩,Learn petrochanda from 💩,0.0,neutral
Y el payaso de este país queriéndolos sacar a la calle,And the clown of this country wanting to take us out on the street,0.0,neutral
Allá no los nombran gestores de paz.,There they are not named peace managers.,-0.431,negative
👏👏👏👏👏👏👏. Bukele Style,👏👏👏👏👏👏👏. Bukele Style,0.0,neutral
En cambio aquí van a bajar los indices porque van a cambiar la forma de catalogar a aquellos que merecen estar ahi…. Mediocridad,"On the other hand, here the indexes are going to drop because they are going to change the way of cataloging those who deserve to be there…. Mediocrity",0.2023,positive
Aquí les quieren dar un millón 🫠😅,Here they want to give you a million 🫠😅,0.0772,positive
Igualito al q tenemos acá q los premia 😢,Just like the one we have here that rewards them 😢,0.6808,positive
Y aquí con esa ridiculez de presidente,And here with that ridiculous president,-0.3612,negative
COLOMBIA NECESITA UN BUKELE....URGENTE! ..,COLOMBIA NEEDS A BUKELE... URGENTLY! ..,0.0,neutral
Este si sabe para que es el puesto de presidente,He does know what the position of president is for,0.0,neutral
"Y acá Petro los quiere dejar salir, deberían poner a construir cárceles así a los presos actuales, que se ganen el sustento diario.","And here Petro wants to let them out, they should build prisons like this for the current prisoners, so that they can earn their daily livelihood.",0.0,neutral
Petro les haria un hotel 5 estrellas,Petro would make them a 5-star hotel,0.0,neutral
"Ejemplo de un buen Presidente !!! 👏🏻 por el contrario, cómo van las cosas en Colombia, al paso que vamos terminaremos sin cárceles🤦🏼‍♀️. El súper presidente que escogieron quiere premiar al pandillero que más daño haga al País 😩🤬","Example of a good President!!! 👏🏻 on the contrary, how things are going in Colombia, at the rate we are going we will end up without jails ♀️ 🤦🏼. The super president they chose wants to reward the gang member who does the most damage to the country 😩🤬",0.8352,positive
👏👏👏,👏👏👏,0.0,neutral
"Muy bien👏,ojalá también haga algo por mejorar la economía","Very good👏, I hope he also does something to improve the economy",0.7251,positive
Mi presi,my pressure,-0.296,negative
@claudialopezcl @gustavopetrourrego quizás no les suena la idea o es muy de derecha el proyecto???,@claudialopezcl @gustavopetrourrego maybe the idea doesn't ring a bell or is the project very right-wing???,0.0,neutral
Que venga a Colombia a ver si el de aquí y su equipo de ineptos aprenden a gobernar,Let him come to Colombia to see if the one here and his team of inept learn to govern,0.0,neutral
Y el 🤡 de aquí es porque los quiere soltar y ponerles un sueldito 😂🎪,And the 🤡 here is because he wants to release them and give them a little salary 😂🎪,0.0,neutral
Y aquí nuestro querido presidente 🤡 queriéndolos premiar 🙄,And here our dear president 🤡 wanting to reward you 🙄,0.743,positive
Lo necesitamos en Colombia,We need it in Colombia,0.0,neutral
En Colombia existe el perdón social con bono de un millón de pesos 🙄🙄🙄,In Colombia there is social forgiveness with a bonus of one million pesos 🙄🙄🙄,0.6808,positive
Tiene que ser el presidente de América latina obligado,It has to be the president of Latin America obliged,0.0,neutral
Venga y coja la presidencia de colombia 👏👏👏,Come and take the presidency of Colombia 👏👏👏,0.0,neutral
Tenemos q hacer unas en colombia,We have to do some in Colombia,0.0,neutral
Más varones como este Dios 🙌🙌🙌🙌,More men like this God 🙌🙌🙌🙌,0.6314,positive
Cual pandilleros? Son gestores de paz,which gang members? They are peace managers,0.5423,positive
"Bukele, te necesitamos","Bukele, we need you",0.0,neutral
Lo ratificó . Este tipo 😍😍😍😍😍,He ratified it. This guy 😍😍😍😍😍,0.1531,positive
Mientras tanto petrosky va a hacer un mega presupuesto para subsidiar a los Gestores de Paz 😂😂 @guillermotorres11,Meanwhile Petrosky is going to make a mega budget to subsidize the Peace Managers 😂😂 @guillermotorres11,0.5423,positive
"Nayib , defensor de justicia y el bienestar de la gente honrada, mas no de la impunidad y el delito. 👍🏼","Nayib, defender of justice and the well-being of honest people, but not of impunity and crime. 👍🏼",-0.296,negative
EXCELENTE SEÑOR PRESIDENTE BUKELE.,EXCELLENT PRESIDENT BUKELE.,0.5719,positive
"Lo amooooo presidente, lo amo ❤️","I love you president, I love you ❤️",0.8555,positive
Simplemente el mejor presidente del mundo 👏,Simply the best president in the world 👏,0.6369,positive
Necesitamos a Bukele en Colombia ya ! 😢🙌,We need Bukele in Colombia now! 😢🙌,0.0,neutral
Y petroski nombrandolos gestores de paz y pagandoles 800 mil pesos,And Petroski naming them peace managers and paying them 800 thousand pesos,0.5423,positive
Acá un presidente hace eso y la gente llora los derechos humanos también los medios de comunicación buscando la caída,Here a president does that and people cry for human rights also the media looking for the fall,-0.4767,negative
